"Compound","Rack.Number","N","yield.est","yield.sd","yield.log2.ratio","p.yield","p.adj.yield"
"Ozagrel","L1035-03",4,2468.83896943587,92.7493942519262,-0.055924021235063,0.122108267014203,0.21795669165976
"P 22077","L1035-03",4,2219.62916632366,34.3968124494514,-0.209438095186775,1.72E-09,3.31E-08
"PAC-1","L1035-03",4,2633.13390299436,92.4499325691751,0.037024128066181,0.253438618718301,0.376304210261521
"Panobinostat (LBH589)","L1035-03",4,2347.69072761915,40.9072086935086,-0.128514392745725,1.09E-05,0.000112948277634
"Perindopril Erbumine","L1035-03",4,2698.26377245956,36.1880999857658,0.07227462712027,0.00030125603434,0.001852166729646
"PF-04620110","L1035-03",4,2597.45205591179,84.1358397943763,0.017340359249962,0.539655933227893,0.651188318375362
"Pimobendan","L1035-03",4,2515.62800461845,266.901142819782,-0.02883815944022,0.730778004379618,0.807650790459498
"Piperlongumine","L1035-03",4,2196.64276382893,79.3090490204337,-0.224456494817652,0.000503631715647,0.002824421108023
"PluriSIn #1 (NSC 14613)","L1035-03",4,2429.58295222478,72.1758530916966,-0.079048070059838,0.020273553519047,0.05945953858943
"Pravastatin sodium","L1035-03",4,2458.89213136499,93.3511442020827,-0.061748313654437,0.098431272156836,0.191330107471133
"PSI-6206","L1035-03",4,2584.48035497433,101.984662114313,0.010117475499205,0.758971081035015,0.826700783804544
"Ritonavir","L1035-03",4,2462.90989745789,57.3448533619218,-0.059392911112327,0.022992385631321,0.063825016969888
"Rivaroxaban","L1035-03",4,2387.38558903187,69.4788228548626,-0.104325164327318,0.005611719127467,0.021970409791497
"Roflumilast","L1035-03",4,2311.68705182815,50.5402042921687,-0.150810656674797,5.18E-05,0.000417736551345
"Rolipram","L1035-03",4,2642.27868837436,204.206580698898,0.042025878926061,0.515439651729515,0.634740223939907
"S- (+)-Rolipram","L1035-03",4,2488.03314888514,110.817369782208,-0.044751053585722,0.257576151248288,0.379406792460156
"Sal 003","L1035-03",4,2501.77613701095,93.6611350182354,-0.036804060098025,0.271261300096946,0.394302765464912
"Semagacestat (LY450139)","L1035-03",4,2643.82139652446,52.1745219217654,0.042867958124384,0.049893061086558,0.112837168124912
"Sildenafil Citrate","L1035-03",4,2447.79835108868,73.3150143683188,-0.068272046552819,0.035876280683922,0.088887501395987
"Tadalafil","L1035-03",4,2489.4740733446,36.3384806775884,-0.04391577016484,0.014632482938099,0.044650591318465
"Tioxolone","L1035-03",4,2580.60858607308,47.5815440770412,0.007954576504325,0.663500282196312,0.756463233822718
"Tolcapone","L1035-03",2,2927.66927825355,1244.10344913821,0.189995829286866,0.751943986440427,0.822283937741178
"Topiramate","L1035-03",4,2494.57176160241,57.7487870286991,-0.040964588583597,0.08459791951354,0.169604524628595
"Torcetrapib","L1035-03",4,2811.30121156474,132.195005939803,0.131481276154642,0.028498927212377,0.075221978568655
"Tosedostat (CHR2797)","L1035-03",4,2342.76017377198,36.3465695445191,-0.131547486302727,1.40E-06,1.84E-05
"U-104","L1035-03",4,2521.60792853864,130.560556511735,-0.02541278459106,0.551989436350119,0.658619050441061
"URB597","L1035-03",4,2416.29002032942,84.0567793623642,-0.08696313309846,0.026831111825419,0.072470888322085
"Varespladib (LY315920)","L1035-03",4,2455.38665974945,103.780137813743,-0.063806531182766,0.11742607254646,0.21261671728384
"VER 155008","L1035-03",4,2368.76733078845,105.634227666637,-0.115620262064221,0.025441744959267,0.06946265893484
"Z-FA-FMK","L1035-03",4,2661.48234694744,88.7561145025197,0.052473236518899,0.117306511286169,0.21261671728384
"Zileuton","L1035-03",4,2495.98229101257,51.2430198807975,-0.040149062364342,0.065448610627853,0.141103849639212
"(+)-Ketoconazole","L1035-04",4,1885.0060478609,6.18748774482921,-0.415153880423581,2.76E-28,3.82E-26
"2-Deoxy-D-glucose","L1035-04",4,2408.59150971289,65.7463257072175,-0.061533295337308,0.038433567602507,0.093823120912003
"Acetylcysteine","L1035-04",4,2525.14970428796,46.9483423536369,0.00664588835199,0.699829552556411,0.783884654010555
"Adapalene sodium salt","L1035-04",4,2450.90095082068,44.4386189810471,-0.036410851466359,0.058247452589397,0.128921028397865
"AHU-377(Sacubitril)","L1035-04",4,2296.87803426027,79.1549150383316,-0.130048781982681,0.006572660325608,0.024463264889035
"Allopurinol","L1035-04",4,2441.84322077778,38.4887645421273,-0.041752458010459,0.020836642148556,0.060614868927487
"Alvelestat","L1035-04",4,2467.61422674138,18.112111504137,-0.026606163578783,0.022662910589074,0.063825016969888
"Argatroban","L1035-04",4,2500.89457849778,149.912508529394,-0.007278788542816,0.878739090549631,0.920900814591154
"Atazanavir","L1035-04",4,2475.03495995552,75.9011117110908,-0.022274129219293,0.402648262238026,0.529867893332647
"AZD7545","L1035-04",4,2381.38833342313,83.0385586636366,-0.077920132341769,0.04132301782953,0.098557772409512
"BAY 87-2243","L1035-04",4,955.244959721612,700.145373916605,-1.39578038723013,0.020959599255649,0.060614868927487
"Benazepril","L1035-04",4,2544.90868159669,76.1516750277877,0.017890856644703,0.490342431400959,0.612006342951573
"Bestatin hydrochloride","L1035-04",4,2415.93574825729,82.5945677026717,-0.057140945933965,0.092707341781483,0.181908022880925
"Betacarotene","L1035-04",4,2473.3861095647,139.358451200446,-0.023235562507452,0.610474888515739,0.712650010503605
"Bexarotene","L1035-04",4,2686.12590327794,47.6054376002395,0.095803895240732,0.000747535833203,0.003926928744039
"BIBR-1048","L1035-04",4,2512.08345940041,117.127193849026,-0.000838636730967,0.982167180160816,0.997795299306582
"BMS-303141","L1035-04",4,908.837277381412,608.296797516775,-1.46762911711264,0.013129522544164,0.040814620642908
"C527","L1035-04",4,2602.09180366406,62.2869393928585,0.049948829595349,0.054752116749234,0.121834468905802
"CA-074 Me","L1035-04",4,2544.87422284413,133.441427333117,0.017871322031001,0.676399791329331,0.769041192629501
"Darunavir","L1035-04",4,2387.24870159006,117.346382705067,-0.074374159651246,0.117029348563968,0.21261671728384
"Dehydroepiandrosterone (DHEA)","L1035-04",4,2006.83451103833,54.6331095725363,-0.324801379574343,7.38E-06,8.28E-05
"Dextrose (D-glucose)","L1035-04",4,2638.82562780549,100.721477218531,0.070172988619077,0.082978995622785,0.167573154177401
"Divalproex Sodium","L1035-04",4,2571.24502740214,70.6535395485461,0.032744066013861,0.206548665148846,0.324074465167376
"dmso","L1035-04",32,2513.54415472244,94.6123274985619,0,1,1
"Doxycycline HCl","L1035-04",4,2485.21986632288,83.5294386618339,-0.0163495406356,0.562904303643986,0.668398529362673
"Eplerenone","L1035-04",4,2456.95680252311,59.1071901092229,-0.032850539781491,0.154499063385497,0.258536739132988
"Estradiol","L1035-04",4,2846.20860641837,329.152771700459,0.179318372134051,0.13599110050686,0.235151277959778
"Estrone","L1035-04",4,2549.32986079051,103.755846207651,0.020395024773533,0.550530427768508,0.658619050441061
"ETC-1002","L1035-04",4,2403.42885766576,41.1163686970234,-0.064628932843094,0.00323259808405,0.013689063315109
"Ezatiostat","L1035-04",4,2384.67933373397,140.469350478045,-0.075927751656395,0.162622264656886,0.268584681010336
"Ezatiostat hydrochloride","L1035-04",4,2538.0598164298,41.4881545149967,0.014003038022397,0.384969671959858,0.514532733859392
"GNE-617","L1035-04",4,2617.54785038025,93.4204304761984,0.058492878073955,0.107501921705048,0.203249646959431
"GSK 2830371","L1035-04",4,2338.58349631263,38.4512328908323,-0.104088093304794,8.31E-05,0.000615672621285
"GSK 650394","L1035-04",4,2232.88027451574,120.417239121088,-0.170817135741951,0.01492814589719,0.045385938075707
"GSK744 (S/GSK1265744)","L1035-04",4,2519.83839724149,67.4270905579143,0.003608180823903,0.874229782026396,0.918045910267622
"GW3965 HCl","L1035-04",4,2548.37213131888,117.389375659905,0.019852932835782,0.602800062603138,0.705675672722997
"Imeglimin hydrochloride","L1035-04",4,2477.23782383829,73.1532124840277,-0.020990653470766,0.413695085909225,0.539037553068535
"Imidapril HCl","L1035-04",4,2407.92096094513,56.3940454788774,-0.061934995693762,0.020897494704823,0.060614868927487
"Isoprenaline HCl","L1035-04",4,2408.19526414964,35.3032777508388,-0.06177065751969,0.001476214913758,0.007041714818501
"L-Glutamine","L1035-04",4,2572.90435471837,9.03320074137303,0.033674794573837,0.001622621349841,0.007608902374961
"L-Kynurenine","L1035-04",4,2689.77065442174,87.7341119165855,0.097760132735131,0.020547950841919,0.060052109854904
"Lacidipine","L1035-04",4,2564.11202716258,53.8819195417443,0.028736262630003,0.164696809844198,0.270728393649412
"Lithocholic Acid","L1035-04",4,2710.76861077969,81.3990884893777,0.108978938367257,0.010440050035195,0.034385879084175
"LXR-623","L1035-04",4,2443.61836808468,37.7238187223317,-0.040704042714325,0.021547788930218,0.061884653328998
"LY2886721","L1035-04",4,2392.98864584062,47.7792177173451,-0.070909481024077,0.00512899661736,0.02036874254741
"ME0328","L1035-04",4,2477.46040863426,156.044869460006,-0.020861030245914,0.679360883961315,0.770313570611874
"Methyocarbamol","L1035-04",4,2530.94193139828,63.9792068740364,0.009951374717942,0.650880432595053,0.74927983225228
"Milrinone","L1035-04",4,2471.57912242178,53.6509185088478,-0.024289940600636,0.235014062825279,0.355951956468945
"ML-323","L1035-04",4,2494.2207807593,110.703841586223,-0.01113385892168,0.756939138860254,0.825570939887005
"MLN4924","L1035-04",4,2426.74909966209,70.4878393189094,-0.050698075970443,0.082882312355793,0.167573154177401
"Monobenzone","L1035-04",4,2764.87119554983,57.6000426094998,0.137489239876987,0.000496471341937,0.002803205536108
"N6022","L1035-04",4,2518.35462755292,63.4488996285208,0.002758420910827,0.89867053063763,0.934707444146908
"Nelfinavir","L1035-04",4,2634.50948133443,49.6352724736187,0.067811339161505,0.006297358448382,0.023650712724692
"NGR peptide","L1035-04",4,2519.59618909628,42.6238372593648,0.003469501579542,0.829148697399713,0.878874178012385
"Orlistat","L1035-04",4,2496.15788018795,151.349094867987,-0.010013846165272,0.835680757604421,0.883089179813946
"Orotic acid","L1035-04",4,2540.30960274833,71.4614776056229,0.015281304926289,0.531234068037452,0.64746589790174
"Palovarotene","L1035-04",3,2863.40895436251,605.533179626431,0.188010699241475,0.422392648704295,0.546083953932344
"Phenylephrine HCl","L1035-04",4,2483.75790487277,35.1848952939489,-0.017198473632289,0.247686704874437,0.371082969396719
"Pitavastatin","L1035-04",4,1194.62720276114,796.199384567163,-1.07316255391303,0.045155304600076,0.104689672676155
"Pitavastatin Calcium","L1035-04",4,600.697627073432,665.965306599055,-2.06501216274114,0.010369954587268,0.034291084890168
"PR-619","L1035-04",4,2347.47526629745,91.336141884015,-0.098613075381409,0.028548100300152,0.075221978568655
"Pravastatin","L1035-04",4,2379.08067741743,123.739613377044,-0.079318836599142,0.114838925239027,0.212313062925831
"Progesterone","L1035-04",4,2223.22357169262,181.400335086936,-0.177069996789991,0.046878373762909,0.108080695064483
"RGFP966","L1035-04",4,2227.18182875228,78.0795428273201,-0.174503687061996,0.002133467982668,0.009676384839425
"Rosuvastatin","L1035-04",4,1816.19422898769,45.8308559693723,-0.468804535874247,6.06E-08,9.50E-07
"Rosuvastatin Calcium","L1035-04",4,1271.85291565094,845.669616876412,-0.982791193914711,0.060556103366379,0.13257359118298
"Salicylic acid","L1035-04",4,2461.52992540105,111.690142753697,-0.030167753809484,0.428458314596371,0.5496451330989
"Saxagliptin","L1035-04",4,2623.55797376129,59.7380510498757,0.06180163744213,0.022803202712928,0.063825016969888
"Simvastatin (Zocor)","L1035-04",4,1358.69124601343,259.573592604224,-0.887505382640938,0.002693412897938,0.012018993039185
"SJB3-019A","L1035-04",3,671.961412259119,582.297251481733,-1.90327273970682,0.031478568861796,0.079956200315561
"sn-Glycero-3-phosphocholine","L1035-04",4,2464.25598076761,103.929387297912,-0.028570905292332,0.422181752715299,0.546083953932344
"Sodium Orthovanadate","L1035-04",4,2650.89687499901,87.8003859489208,0.076757515003857,0.044076392956133,0.103635711483259
"Splitomicin","L1035-04",4,2434.15890466937,121.044518093555,-0.046299680769954,0.284299493715286,0.407545042804296
"SR-9243","L1035-04",4,2641.63414258839,24.7251124579668,0.07170763935322,7.86E-06,8.70E-05
"Stiripentol","L1035-04",4,2650.34743974723,118.132633900805,0.076458465396325,0.099421519540668,0.19280341406251
"SW033291","L1035-04",4,2850.14156581383,59.132134078461,0.18131054668298,0.000146808141049,0.001015422975591
"Tamoxifen Citrate","L1035-04",4,2.37E-294,0,-986.696186014024,5.96E-46,4.95E-43
"Thiabendazole","L1035-04",4,2435.06175721923,94.8595436353366,-0.045764670754302,0.197599347350231,0.314793585989811
"TMP269","L1035-04",4,2472.40053920848,76.9807114365099,-0.023810547877895,0.379643903224011,0.509054022093585
"TOK-001","L1035-04",4,1858.1722837757,60.7822981056127,-0.435838762693495,7.05E-06,8.01E-05
"Topiroxostat","L1035-04",4,2412.10533631842,182.513378222293,-0.059430121759692,0.349534925228266,0.479527252792497
"Tretinoin (Aberela)","L1035-04",4,2645.79902683223,56.599520125842,0.07398044693098,0.008622573640485,0.029767363044907
"Tubastatin A HCl","L1035-04",4,2434.88128648345,137.768873120962,-0.045871597768978,0.340107675157052,0.470482283967256
"Valproic acid","L1035-04",4,2503.40945166667,30.5691280513039,-0.00582875859548,0.66217677474355,0.755992741454121
"Vitamin D2 (Ergocalciferol)","L1035-04",4,2751.35910900126,73.7271291121227,0.130421420671481,0.003225879042768,0.013689063315109
"VX-765","L1035-04",4,2548.14183964437,41.5760233810355,0.019722553263039,0.231662932850811,0.35280776929573
"WP1130","L1035-04",4,2256.49722556059,2458.98204823294,-0.155638027964153,0.847795894257421,0.894117652139339
"WWL 70","L1035-04",4,2601.40377197325,76.9676916717265,0.049567309173295,0.100667099235733,0.194310912478275
"(+,-)-Octopamine HCl","L1035-05",4,2419.08595757915,57.298926627895,-0.00960852869195,0.665957983061337,0.758223766722785
"1-Hexadecanol","L1035-05",4,2360.58315488475,32.0898122604934,-0.044927257508404,0.012595588794341,0.040208994997318
"4-Aminohippuric Acid","L1035-05",4,2346.2046201377,97.4787681863523,-0.053741721340071,0.165555872687667,0.2708722730223
"5-Aminolevulinic acid HCl","L1035-05",4,2375.94525051281,31.9796872207812,-0.035568970174228,0.040774528942007,0.098380404133331
"Acetylcholine Chloride","L1035-05",4,2562.46860357393,69.613938409537,0.073463765908076,0.022538095629441,0.063825016969888
"Adenine","L1035-05",4,2453.67550485424,122.643690771925,0.010873904897729,0.791750371170138,0.852338272465908
"Adenosine","L1035-05",4,2382.8695164771,50.5132650161836,-0.031370609150563,0.151525086908546,0.255445674083362
"Aliskiren Hemifumarate","L1035-05",4,2474.69226514491,52.9755733450228,0.023178570889992,0.282336036290657,0.405430640348175
"Allylthiourea","L1035-05",4,2423.9580621978,32.9991321659221,-0.006705823899465,0.683497834818895,0.773947070804479
"Azaguanine-8","L1035-05",4,2431.38749783913,62.9219444448866,-0.002290723804487,0.922542676994538,0.95237614664859
"Benzbromarone","L1035-05",4,8865.4154403442,5717.57851185709,1.86411767621155,0.110009684599205,0.207047705708255
"Bromhexine HCl","L1035-05",4,2597.46002089487,132.886032030048,0.093030981572014,0.087000657759457,0.172340205108232
"Camostat Mesilate","L1035-05",4,2355.90647250278,62.8224348171583,-0.047788295790902,0.079945256420032,0.163033323903258
"Carprofen","L1035-05",3,1030.33396476137,893.971514314886,-1.24095852470753,0.112362857562595,0.209950403807305
"Chenodeoxycholic Acid","L1035-05",3,1425.15500865585,1578.60556994742,-0.772951718091824,0.383169543376741,0.512952775810798
"Chlorzoxazone","L1035-05",4,2395.96681903681,71.3873217323607,-0.023462633469584,0.385953525835481,0.514917005733506
"Cortisone acetate","L1035-05",4,2290.38281510144,41.1058222382011,-0.088481811470278,0.000402829664915,0.002354567759712
"Creatinine","L1035-05",4,2447.02853572448,54.1246997789272,0.006960363006012,0.743070203068906,0.815804588025386
"Cysteamine HCl","L1035-05",4,2383.29589641351,101.874295685237,-0.031112482892599,0.399047090901538,0.529087995923765
"Cytidine","L1035-05",4,2358.22911297074,62.4421192785953,-0.046366672634218,0.085827256721618,0.170831230405139
"D-Mannitol","L1035-05",4,2360.666389087,88.2552920723857,-0.044876388953494,0.194706085247682,0.310780866837646
"D-Pantothenic acid","L1035-05",4,2356.89873627768,20.6571896279217,-0.047180787529886,0.002713688813737,0.012021799316801
"Deoxyarbutin","L1035-05",4,2321.23479380522,150.040339909993,-0.069178103091779,0.227335316422052,0.349422801167229
"Deoxycorticosterone acetate","L1035-05",4,2200.01637731146,126.676715122117,-0.1465562988542,0.027452052381145,0.073239261657898
"Dipyridamole","L1035-05",4,2398.39730373358,51.2657461527799,-0.021999895792773,0.302662741171156,0.427955835046098
"DL-Carnitine HCl","L1035-05",4,2400.90153726133,19.8133208540544,-0.020494323525116,0.159345212130249,0.264513052136213
"dmso","L1035-05",32,2435.25114272722,122.576193817083,0,1,1
"Doxofylline","L1035-05",4,2365.91218492168,73.9079655704406,-0.041674035866544,0.162562727513673,0.268584681010336
"Efaproxiral Sodium","L1035-05",4,2742.06789681621,51.913633258814,0.171193732058746,1.43E-05,0.000133619556114
"Enalapril Maleate","L1035-05",4,2358.64384558237,47.1733628729247,-0.04611297375833,0.038956065217834,0.09481974818417
"Epalrestat","L1035-05",4,2540.41176959974,65.3185195742987,0.060991796806774,0.035758532576724,0.088861024067907
"Epiandrosterone","L1035-05",4,2070.04907717726,41.395866103726,-0.234405590461131,4.82E-08,7.69E-07
"Equol","L1035-05",4,2566.03165771588,41.9216784656341,0.075468407072624,0.001051159781459,0.005255798907297
"Erythritol","L1035-05",4,2373.54937060041,76.8412374496796,-0.037024503715,0.218993056798608,0.339397733288871
"Estriol","L1035-05",4,2417.59243052342,91.1958613942758,-0.010499513773991,0.742315503058851,0.815804588025386
"Fenofibrate","L1035-05",4,2320.76179108755,42.6576178223722,-0.06947211394034,0.00301509063793,0.012966451966226
"Gemfibrozil","L1035-05",4,13625.4527742327,11488.3852296183,2.48416170405451,0.146546592508201,0.250791075838776
"Guanidine HCl","L1035-05",4,2446.45132578533,56.4491100462315,0.006620017099137,0.761711847199766,0.828598732864752
"GW4064","L1035-05",4,2586.37943244172,36.2285670200203,0.08686337761665,8.47E-05,0.00062198740843
"Histamine 2HCl","L1035-05",4,2395.19326611541,70.326328113665,-0.023928491822652,0.371907487616886,0.501923926377261
"Histamine Phosphate","L1035-05",4,2516.57613704222,114.202188672341,0.047391683783434,0.255180109403021,0.376939567556743
"Hydralazine HCl","L1035-05",4,2388.65116432838,58.5678075973511,-0.027874382549691,0.24169695897809,0.364742683548753
"Hydrocortisone","L1035-05",4,2355.77063418937,137.82004413412,-0.047871481992648,0.338953239033078,0.469668094152679
"Irsogladine","L1035-05",4,2334.78699820199,143.376062443129,-0.060779622945202,0.258728005460781,0.379406792460156
"JZL184","L1035-05",4,2361.01006470475,121.888684308845,-0.044666370704623,0.318133522013754,0.446031796066581
"L-Thyroxine","L1035-05",4,2467.1149333804,127.103532762471,0.018754364486255,0.661518611604744,0.755992741454121
"Levobupivacaine HCl","L1035-05",4,2525.87376657668,56.9884705425888,0.052711978274929,0.038086248252636,0.093525402513869
"Liothyronine Sodium","L1035-05",4,2313.92429120305,169.7286891494,-0.073728900336174,0.249848786756466,0.37364773514931
"Lonidamine","L1035-05",4,2616.23276019351,159.388545608099,0.103420337474293,0.104182774524572,0.198785523805505
"LY2608204","L1035-05",4,2415.95127827264,18.402150362551,-0.011479201740906,0.418315206490809,0.543351520168031
"Medroxyprogesterone acetate","L1035-05",4,2420.8186885176,101.403942270845,-0.00857553212624,0.805902246879898,0.861983073338036
"Menadione","L1035-05",2,10627.7125639529,11404.0012986917,2.12568864704937,0.494962582456003,0.616845260418141
"Metolazone","L1035-05",4,2341.34491172714,73.0801848797369,-0.056733083751613,0.073916091982688,0.152612826730426
"Mevastatin","L1035-05",3,2537.60262609191,305.567700699429,0.059395606837425,0.621377796614956,0.722329931639234
"Mizoribine","L1035-05",4,2485.08133326384,91.5645864204822,0.029222507645676,0.375394912742527,0.505808080481002
"NAD+","L1035-05",4,2558.824220225,74.8990502188916,0.071410481765579,0.033367711853062,0.083924851024368
"Nicotinic Acid","L1035-05",4,2339.84898738413,55.9806580851836,-0.057655140282994,0.029235273927329,0.076305903646801
"NMDA (N-Methyl-D-aspartic acid)","L1035-05",4,2362.2444140824,154.153978255993,-0.043912318694766,0.420377332953527,0.545176853674106
"Ozagrel HCl","L1035-05",4,2315.68604931291,106.689177086325,-0.072630890083005,0.105386968853198,0.20062198199118
"Pregnenolone","L1035-05",4,1987.14418496821,62.3728841511162,-0.293374005591054,1.32E-05,0.000129176511457
"PYR-41","L1035-05",2,6383.602715408,6313.12145307169,1.39030030566336,0.538975580993216,0.651188318375362
"Pyridoxine HCl","L1035-05",4,2406.26347843695,62.7425342127182,-0.017275940496287,0.474134712885367,0.597165116380659
"Quinacrine 2HCl","L1035-05",4,2548.54625003516,232.112451030859,0.065603972633015,0.40376555621696,0.530261727310248
"Quinapril HCl","L1035-05",4,2397.70032617327,61.3231997071036,-0.022419205887997,0.352561172179727,0.481292389653246
"Racecadotril","L1035-05",4,2560.21750483176,41.3427164806298,0.072195818143097,0.001331689442405,0.006463755773078
"Ramipril","L1035-05",4,2438.17127517689,117.490641265032,0.001728912762654,0.965112353889796,0.987722877593749
"Retinyl (Vitamin A) Palmitate","L1035-05",4,2507.92528577764,30.991048707887,0.042423806773982,0.013300442210064,0.041191668038632
"Ribitol","L1035-05",4,2363.07064888751,91.7471499240887,-0.043407800010953,0.220737489165037,0.341177124780224
"Salubrinal","L1035-05",4,2486.44914201652,15.1371296374788,0.030016360148028,0.032447384517899,0.082107710822732
"Sasapyrine","L1035-05",4,2416.6747641793,78.625968674919,-0.011047233892238,0.695974763650305,0.78062034301318
"Serotonin HCl","L1035-05",4,2496.75377509332,79.1856944842079,0.03598299023537,0.23090826078119,0.352793451540089
"Sodium ascorbate","L1035-05",4,2614.81968501597,170.284717264576,0.10264090097581,0.122751866268437,0.218635298289275
"Sodium butyrate","L1035-05",4,2657.25790323352,101.439494141056,0.12586769473517,0.01445847678102,0.044282419661426
"Sorbitol","L1035-05",4,2325.08427070871,65.6840446139638,-0.066787555894199,0.0307891382533,0.078996161269223
"STF-118804","L1035-05",4,2326.52600133417,74.9814236701164,-0.065893251527063,0.051210610482199,0.115189178049391
"Taurine","L1035-05",4,2584.88193650774,88.8364387635554,0.086027825180233,0.032698776653815,0.08249235447619
"TCID","L1035-05",4,2108.89133529282,85.7584459304803,-0.207585802928597,0.001342675317483,0.006479189032041
"Temocapril HCl","L1035-05",4,2444.04429617189,100.736146307865,0.00519987066187,0.880012712253643,0.921072573985528
"Thiamine HCl (Vitamin B1)","L1035-05",4,2671.16809737466,165.382640068438,0.133400205721188,0.060480096803859,0.13257359118298
"TTNPB (Arotinoid Acid)","L1035-05",4,2384.66319201511,66.6766051415933,-0.030285046833962,0.250599811152638,0.37409684038973
"Ursodiol","L1035-05",4,19798.5892415422,32671.5306884029,3.02325516657069,0.3658011536375,0.496102871763277
"Vitamin B12","L1035-05",4,2453.20120557373,113.995834849083,0.010595002751867,0.783396083000597,0.845538034968134
"Vitamin C","L1035-05",4,2413.89681777161,98.5631438624976,-0.012706553034927,0.710705176320021,0.792766333897262
"XL335","L1035-05",4,2389.96847549489,66.5499359960945,-0.027078973633056,0.297733790154941,0.423874864200002
"Xylose","L1035-05",4,2343.82702027279,83.9037658791445,-0.05520446278455,0.113236031950358,0.210730732104927
"ZLN005","L1035-05",3,2778.14396537,331.735424357487,0.19005080040453,0.214046475667466,0.333944689481198
"(-)-p-Bromotetramisole Oxalate","L1035-06",4,4253.74690324938,67.3563877448364,0.011050878456514,0.48323566676034,0.605764115248259
"[Leu5]-Enkephalin","L1035-06",4,4117.03318711079,28.9468358063758,-0.036078239276555,0.002985607012748,0.012906530315523
"2'-Deoxyguanosine","L1035-06",4,4124.97388007107,101.666948903209,-0.033298333409888,0.1580458666359,0.2634097777265
"4SC-202","L1035-06",4,4096.56624626267,57.8126200034574,-0.043268172366939,0.011037644722982,0.036067894173525
"A939572","L1035-06",4,4256.83841010105,139.565217997882,0.01209900890483,0.661631905426457,0.755992741454121
"ABT 702 dihydrochloride","L1035-06",4,3427.97594126537,201.648330702131,-0.300326333297065,0.002726889265489,0.012021799316801
"ACY-241","L1035-06",4,4193.94408535219,126.54797147238,-0.009375690230894,0.712534560346214,0.792766333897262
"AGN 194310","L1035-06",4,4582.21842069251,189.382106123187,0.118362911809163,0.026459747231577,0.072005213777735
"AHU-377 hemicalcium salt","L1035-06",4,4201.66477295893,73.6635825568505,-0.006722255310237,0.686286899904097,0.774990648871294
"Alda 1","L1035-06",4,3378.03165520876,99.0081607468426,-0.32150046988571,1.65E-05,0.000149245666116
"AM580","L1035-06",4,638.884812660634,589.306664759322,-2.72405556751795,0.001108424515866,0.005508936216578
"Atglistatin","L1035-06",4,4182.08423106214,106.473318593465,-0.013461198005705,0.545794826955416,0.654638304007219
"ATP disodium salt","L1035-06",4,4546.2138248175,133.729411714736,0.10698222345336,0.009957728519527,0.03346119300084
"Balicatib","L1035-06",4,4151.29723547727,170.831870765771,-0.024121083937774,0.483881455915176,0.605764115248259
"Benazepril HCl","L1035-06",4,4025.55977341376,79.0230402903692,-0.068493906595695,0.005415741890296,0.021405075090217
"Betrixaban","L1035-06",4,4097.44471645211,120.442498628008,-0.042958833119898,0.129063615540818,0.227270232182751
"BPTES","L1035-06",4,4149.83465379624,386.511078426569,-0.024629462647594,0.73787992382397,0.814293925020873
"Calcium D-Panthotenate","L1035-06",4,4260.54892509677,70.2706049274377,0.01335600044729,0.41231270399491,0.53808104452166
"CAY10603","L1035-06",4,3938.34826680381,158.396411299086,-0.100092623529803,0.030218562006746,0.078135222634266
"CB-839","L1035-06",4,4004.23855917621,133.03110069116,-0.076155389751998,0.037580306575489,0.092556838153281
"CCCP","L1035-06",4,3011.91369818095,1327.38707358869,-0.487002885080689,0.165896518271127,0.2708722730223
"Chidamide","L1035-06",4,3860.26468110043,87.5103594015872,-0.128983547407088,0.000445925934434,0.002535058394386
"Clozapine","L1035-06",4,4033.9975091918,122.694155559444,-0.065473124291186,0.045079106389802,0.104689672676155
"CP-640186","L1035-06",4,4241.49185525072,77.5082682821896,0.006888474140266,0.687993982595749,0.775228846911719
"D-Sorbitol","L1035-06",4,3867.69884101357,116.068322964947,-0.12620785393556,0.003556394211133,0.014983792869241
"Dapsone","L1035-06",4,4132.29589899447,135.052253035224,-0.030739753288033,0.289448274285087,0.412787057829248
"Darunavir Ethanolate","L1035-06",4,4264.98126240327,249.94541891323,0.014856085834856,0.753724475186254,0.82314646632183
"DASA-58","L1035-06",4,4006.78335923856,50.3771652872976,-0.075238809922135,7.02E-05,0.000544371458637
"Diosmetin","L1035-06",4,3606.56442970338,56.861834367195,-0.227058120282738,8.40E-09,1.45E-07
"Disodium (R)-2-Hydroxyglutarate","L1035-06",4,4212.02142808542,113.260429371599,-0.003170541547552,0.890026761228105,0.930380619419808
"dmso","L1035-06",32,4221.28816392551,162.665624339537,0,1,1
"Eicosapentaenoic Acid","L1035-06",4,4526.64451042883,117.505358650594,0.100758694867181,0.006828054381892,0.02507648290695
"Enoxolone","L1035-06",4,5082.27954601507,399.06587500482,0.267792414215631,0.021685563740288,0.062065578980823
"FCCP","L1035-06",3,1345.82264246167,61.4871191560827,-1.64919501871476,7.18E-09,1.27E-07
"FG2216","L1035-06",4,4178.50379427204,99.9978349341407,-0.014696871549582,0.490015085718721,0.612006342951573
"FTI 277 HCl","L1035-06",4,4037.33653772071,142.928238756333,-0.06427946779107,0.07469814688686,0.153844818650357
"G007-LK","L1035-06",4,4219.76462958799,47.8906944869413,-0.000520787041854,0.968064330345466,0.988088422030052
"GKT137831","L1035-06",4,4234.21912809967,99.322433840276,0.004412615775049,0.830165488628566,0.878874178012385
